,location,total_sqft,bath,balcony,price,BHK,price_per_sqft
6458,Other,1050.0,4.0,2.0,90.0,4.0,8571.43
6459,Vittasandra,1238.0,2.0,1.0,67.32,2.0,5437.8
6460,Dasanapura,814.0,2.0,1.0,42.0,2.0,5159.71
6461,Dodda Nekkundi,1145.0,2.0,1.0,46.5,2.0,4061.14
6462,Varthur,965.0,2.0,1.0,34.0,2.0,3523.32
6463,Other,750.0,2.0,1.0,36.0,2.0,4800.0
6464,Banashankari,1300.0,2.0,2.0,55.0,3.0,4230.77
6465,1st Phase JP Nagar,1590.0,3.0,3.0,131.0,3.0,8238.99
6466,Begur Road,644.0,1.0,1.0,40.0,1.0,6211.18
6467,Whitefield,982.0,2.0,1.0,37.0,2.0,3767.82
6468,Indira Nagar,1260.0,2.0,2.0,100.0,2.0,7936.51
6469,Rayasandra,1555.0,3.0,2.0,75.17,3.0,4834.08
6471,Kaggadasapura,1225.0,2.0,2.0,48.0,2.0,3918.37
6472,Electronics City Phase 1,1085.0,2.0,1.0,46.0,2.0,4239.63
6474,Thanisandra,1595.0,3.0,1.0,110.0,3.0,6896.55
6475,Raja Rajeshwari Nagar,1196.0,2.0,2.0,40.44,2.0,3381.27
6476,Yelahanka,1859.0,3.0,1.0,108.0,3.0,5809.58
6477,9th Phase JP Nagar,1079.0,2.0,1.0,60.0,2.0,5560.7
6478,Shivaji Nagar,550.0,1.0,1.0,27.0,2.0,4909.09
6479,Whitefield,1118.0,2.0,1.0,42.0,2.0,3756.71
6480,CV Raman Nagar,1198.0,2.0,2.0,60.0,2.0,5008.35
6481,Chandapura,1100.0,2.0,2.0,30.215,3.0,2746.82
6482,Thigalarapalya,1830.0,4.0,2.0,135.0,3.0,7377.05
6483,Banashankari Stage VI,1160.0,2.0,1.0,59.0,2.0,5086.21
6485,Other,2070.0,3.0,3.0,135.0,3.0,6521.74
6487,Kannamangala,957.0,2.0,0.0,52.5,2.0,5485.89
6489,Bannerghatta Road,1268.0,2.0,1.0,69.0,2.0,5441.64
6490,Bannerghatta Road,1450.0,2.0,2.0,87.0,3.0,6000.0
6491,Other,1600.0,2.0,2.0,75.0,3.0,4687.5
6492,Uttarahalli,1330.0,2.0,1.0,57.0,3.0,4285.71
6493,Jakkur,1355.0,2.0,2.0,65.0,3.0,4797.05
6494,Horamavu Banaswadi,1272.0,2.0,2.0,51.5,2.0,4048.74
6495,Other,1100.0,2.0,1.0,38.49,2.0,3499.09
6496,Sarjapur  Road,1220.0,3.0,2.0,58.0,3.0,4754.1
6497,Chikkalasandra,1075.0,2.0,1.0,46.76,2.0,4349.77
6498,Other,800.0,2.0,1.0,55.0,2.0,6875.0
6499,Vasanthapura,995.0,2.0,1.0,34.82,2.0,3499.5
6500,Other,900.0,1.0,1.0,44.0,2.0,4888.89
6501,Haralur Road,1140.0,2.0,1.0,42.0,2.0,3684.21
6502,Other,1480.0,2.0,2.0,125.0,3.0,8445.95
6503,Padmanabhanagar,1710.0,2.0,2.0,90.63,3.0,5300.0
6504,Talaghattapura,2106.0,3.0,3.0,148.0,3.0,7027.54
6508,Marathahalli,1602.0,2.0,2.0,104.0,2.0,6491.89
6509,Sarjapur  Road,1660.0,2.0,2.0,116.0,3.0,6987.95
6510,Electronic City Phase II,1549.0,3.0,2.0,80.0,3.0,5164.62
6511,Marathahalli,700.0,1.0,1.0,38.0,1.0,5428.57
6512,Balagere,1012.0,2.0,1.0,64.0,2.0,6324.11
6513,Marathahalli,1469.0,3.0,1.0,89.0,3.0,6058.54
6514,Whitefield,1216.0,2.0,1.0,69.0,2.0,5674.34
6515,Electronic City Phase II,1065.0,2.0,1.0,56.13,2.0,5270.42
6516,Thanisandra,1411.0,3.0,1.0,93.15,3.0,6601.7
6517,Pai Layout,1400.0,2.0,2.0,57.5,2.0,4107.14
6518,Hoskote,1250.0,3.0,2.0,29.0,3.0,2320.0
6519,Haralur Road,1245.0,2.0,3.0,62.0,2.0,4979.92
6520,Choodasandra,1115.0,2.0,1.0,50.0,2.0,4484.3
6521,Vidyaranyapura,1000.0,2.0,1.0,35.0,2.0,3500.0
6522,Panathur,1565.0,3.0,0.0,71.89,3.0,4593.61
6523,Subramanyapura,1800.0,3.0,2.0,90.0,3.0,5000.0
6524,Other,1500.0,2.0,2.0,130.0,2.0,8666.67
6525,Chandapura,645.0,1.0,1.0,16.45,1.0,2550.39
6526,Kothannur,1275.0,3.0,2.0,44.0,3.0,3450.98
6527,Kasavanhalli,1494.0,3.0,2.0,82.0,3.0,5488.62
6528,Bhoganhalli,1949.0,3.0,2.0,129.0,3.0,6618.78
6529,BTM Layout,1020.0,2.0,1.0,46.5,2.0,4558.82
6530,Mysore Road,883.0,2.0,1.0,45.0,2.0,5096.26
6534,Other,2010.0,3.0,3.0,125.0,3.0,6218.91
6535,Yeshwanthpur,1240.0,2.0,2.0,80.0,2.0,6451.61
6536,6th Phase JP Nagar,1213.0,2.0,1.0,63.0,2.0,5193.73
6537,Hegde Nagar,1835.0,3.0,3.0,88.0,3.0,4795.64
6541,Gottigere,945.0,2.0,0.0,45.0,2.0,4761.9
6542,Other,1504.0,2.0,2.0,100.0,3.0,6648.94
6543,Lakshminarayana Pura,1569.0,3.0,2.0,150.0,3.0,9560.23
6544,Harlur,1755.0,3.0,2.0,130.0,3.0,7407.41
6545,Vijayanagar,1760.0,3.0,2.0,140.0,3.0,7954.55
6546,Hoodi,1240.0,2.0,3.0,43.94,2.0,3543.55
6547,Electronics City Phase 1,1450.0,3.0,2.0,72.54,3.0,5002.76
6548,5th Phase JP Nagar,1000.0,2.0,0.0,48.0,2.0,4800.0
6551,Choodasandra,1215.0,2.0,2.0,59.0,2.0,4855.97
6553,Yelachenahalli,1330.0,3.0,3.0,73.5,3.0,5526.32
6554,Raja Rajeshwari Nagar,1178.0,2.0,1.0,75.0,2.0,6366.72
6556,Other,2040.0,2.0,2.0,59.0,2.0,2892.16
6557,Bellandur,2000.0,3.0,2.0,85.0,3.0,4250.0
6560,Parappana Agrahara,1194.0,2.0,2.0,46.0,2.0,3852.6
6563,Sarjapur  Road,1700.0,3.0,3.0,108.0,3.0,6352.94
6564,Jigani,1200.0,3.0,2.0,65.0,3.0,5416.67
6565,Other,1500.0,3.0,0.0,72.0,3.0,4800.0
6568,Kanakpura Road,1737.0,3.0,3.0,85.0,3.0,4893.49
6569,TC Palaya,900.0,2.0,0.0,55.0,2.0,6111.11
6570,Other,1280.0,2.0,1.0,48.0,3.0,3750.0
6571,CV Raman Nagar,1560.0,2.0,2.0,85.0,2.0,5448.72
6572,Kambipura,883.0,2.0,1.0,44.0,2.0,4983.01
6573,Kengeri Satellite Town,750.0,2.0,1.0,33.0,2.0,4400.0
6575,Other,900.0,2.0,1.0,45.0,2.0,5000.0
6576,Hormavu,1030.0,2.0,1.0,49.35,2.0,4791.26
6577,7th Phase JP Nagar,1850.0,3.0,2.0,155.0,3.0,8378.38
6578,Hennur Road,1831.0,3.0,1.0,110.0,3.0,6007.65
6579,Other,1095.0,2.0,1.0,38.33,2.0,3500.46
6580,Electronic City Phase II,1320.0,2.0,1.0,38.13,3.0,2888.64
6581,Sarjapur  Road,1270.0,2.0,0.0,40.72,3.0,3206.3
6582,7th Phase JP Nagar,1000.0,2.0,1.0,61.0,2.0,6100.0
6583,Budigere,1820.0,3.0,2.0,85.4,3.0,4692.31
6584,Bisuvanahalli,1075.0,2.0,1.0,41.0,3.0,3813.95
6585,TC Palaya,1500.0,3.0,0.0,83.0,3.0,5533.33
6586,Electronics City Phase 1,360.0,1.0,0.0,16.9,1.0,4694.44
6587,Kadugodi,840.0,1.0,0.0,40.7,1.0,4845.24
6588,Electronic City,1140.0,2.0,1.0,70.93,2.0,6221.93
6589,Other,1145.0,2.0,2.0,58.4,2.0,5100.44
6590,Other,1862.0,3.0,3.0,120.0,3.0,6444.68
6591,Devarachikkanahalli,947.0,2.0,2.0,43.0,2.0,4540.65
6594,Kalena Agrahara,1120.0,2.0,2.0,40.0,2.0,3571.43
6596,Kaggadasapura,1805.0,2.0,2.0,75.0,3.0,4155.12
6597,Basavangudi,1100.0,2.0,3.0,93.0,2.0,8454.55
6598,Other,1355.0,3.0,0.0,135.0,4.0,9963.1
6599,Other,1677.0,3.0,2.0,98.0,3.0,5843.77
6601,Uttarahalli,1560.0,3.0,3.0,74.0,3.0,4743.59
6602,Arekere,2060.0,3.0,2.0,150.0,3.0,7281.55
6603,Koramangala,1716.0,2.0,0.0,115.0,3.0,6701.63
6604,Harlur,1864.0,3.0,1.0,140.0,3.0,7510.73
6605,Electronics City Phase 1,638.0,1.0,1.0,32.0,1.0,5015.67
6608,Chandapura,937.0,2.0,1.0,30.0,2.0,3201.71
6609,Other,1490.0,2.0,1.0,115.0,3.0,7718.12
6612,Whitefield,1100.0,2.0,1.0,37.0,2.0,3363.64
6613,Thigalarapalya,1000.0,2.0,2.0,48.53,2.0,4853.0
6614,Horamavu Agara,1060.0,2.0,1.0,37.0,2.0,3490.57
6615,Kundalahalli,1047.0,2.0,1.0,91.0,2.0,8691.5
6616,Basaveshwara Nagar,1200.0,2.0,2.0,80.0,2.0,6666.67
6617,Akshaya Nagar,1420.0,2.0,2.0,75.0,3.0,5281.69
6618,Sarjapur  Road,1539.0,3.0,2.0,85.0,3.0,5523.07
6619,Other,1550.0,3.0,1.0,59.0,3.0,3806.45
6620,Kasavanhalli,1555.0,3.0,3.0,82.0,3.0,5273.31
6622,Seegehalli,1553.0,3.0,3.0,68.0,3.0,4378.62
6623,Electronic City Phase II,920.0,2.0,2.0,26.0,2.0,2826.09
6624,Other,1740.0,3.0,3.0,120.0,3.0,6896.55
6625,OMBR Layout,1855.0,3.0,2.0,145.0,3.0,7816.71
6626,Kundalahalli,1724.0,3.0,1.0,146.0,3.0,8468.68
6627,Other,1020.0,2.0,2.0,60.0,2.0,5882.35
6629,Uttarahalli,1250.0,2.0,1.0,50.0,3.0,4000.0
6630,Sanjay nagar,1450.0,3.0,2.0,75.0,3.0,5172.41
6631,Thubarahalli,1200.0,2.0,2.0,80.0,2.0,6666.67
6632,Haralur Road,1140.0,2.0,2.0,58.0,2.0,5087.72
6634,Other,550.0,1.0,1.0,16.0,1.0,2909.09
6635,Bannerghatta Road,1450.0,3.0,1.0,44.0,3.0,3034.48
6636,Jigani,1500.0,2.0,2.0,25.49,2.0,1699.33
6637,Kanakpura Road,700.0,2.0,1.0,35.07,2.0,5010.0
6638,Whitefield,1200.0,3.0,1.0,56.0,3.0,4666.67
6639,Yelahanka,1050.0,2.0,1.0,45.0,2.0,4285.71
6640,Somasundara Palya,1600.0,3.0,3.0,69.0,3.0,4312.5
6641,Bannerghatta Road,1625.0,2.0,3.0,75.0,3.0,4615.38
6642,Other,1492.0,2.0,2.0,65.0,2.0,4356.57
6644,Sarjapur  Road,1489.0,2.0,3.0,82.0,3.0,5507.05
6645,Kanakapura,1560.0,2.0,2.0,62.38,3.0,3998.72
6646,Haralur Road,1140.0,2.0,2.0,42.0,2.0,3684.21
6647,Other,1431.0,3.0,2.0,65.0,3.0,4542.28
6648,Lingadheeranahalli,1682.0,3.0,1.0,114.0,3.0,6777.65
6649,Panathur,1198.0,2.0,1.0,86.26,2.0,7200.33
6651,Sarjapur  Road,1550.0,2.0,2.0,69.75,3.0,4500.0
6652,Kodichikkanahalli,1026.0,2.0,1.0,45.0,2.0,4385.96
6653,Hennur,1260.0,2.0,2.0,52.0,3.0,4126.98
6654,Other,690.0,2.0,0.0,42.0,2.0,6086.96
6655,Sarjapur  Road,539.0,1.0,1.0,45.0,1.0,8348.79
6656,Other,1200.0,4.0,1.0,85.0,4.0,7083.33
6658,Thubarahalli,1200.0,2.0,2.0,79.55,2.0,6629.17
6660,Sarjapur  Road,1186.0,2.0,2.0,40.0,3.0,3372.68
6661,Thanisandra,1039.0,2.0,2.0,39.5,2.0,3801.73
6665,Brookefield,1225.0,2.0,2.0,66.5,2.0,5428.57
6666,Bommanahalli,1350.0,2.0,2.0,72.0,2.0,5333.33
6668,Whitefield,1550.0,2.0,2.0,49.6,3.0,3200.0
6669,Hoodi,1490.0,3.0,2.0,79.0,3.0,5302.01
6670,Other,1520.0,3.0,2.0,111.0,3.0,7302.63
6672,Other,1391.0,2.0,3.0,64.5,3.0,4636.95
6673,Rachenahalli,1200.0,2.0,2.0,50.0,2.0,4166.67
6674,Other,1200.0,4.0,2.0,86.0,4.0,7166.67
6676,Yelahanka,1322.0,2.0,2.0,80.0,2.0,6051.44
6677,Whitefield,2173.0,3.0,2.0,128.0,3.0,5890.47
6678,Sarjapur  Road,1200.0,2.0,2.0,75.0,2.0,6250.0
6679,Thubarahalli,1200.0,2.0,2.0,47.0,2.0,3916.67
6680,Mysore Road,1170.0,2.0,2.0,65.0,2.0,5555.56
6681,Other,1125.0,2.0,2.0,45.56,2.0,4049.78
6682,Devanahalli,655.0,1.0,0.0,28.57,1.0,4361.83
6683,Other,1250.0,2.0,2.0,90.0,2.0,7200.0
6684,Chandapura,1025.0,2.0,2.0,27.68,2.0,2700.49
6685,Yelahanka,1075.0,2.0,2.0,36.0,3.0,3348.84
6686,Other,1900.0,2.0,2.0,190.0,3.0,10000.0
6687,Whitefield,1435.0,3.0,2.0,45.0,3.0,3135.89
6688,Electronics City Phase 1,1175.0,2.0,2.0,64.98,2.0,5530.21
6689,Other,1464.0,3.0,2.0,56.0,3.0,3825.14
6690,Other,900.0,2.0,1.0,33.0,2.0,3666.67
6691,Electronics City Phase 1,585.0,1.0,1.0,21.0,1.0,3589.74
6694,Thanisandra,1220.0,2.0,2.0,42.0,2.0,3442.62
6696,Sarjapur  Road,2145.0,3.0,3.0,180.0,3.0,8391.61
6697,Bannerghatta Road,960.0,2.0,3.0,58.0,2.0,6041.67
6698,NGR Layout,907.0,1.0,1.0,38.0,1.0,4189.64
6699,Old Madras Road,1210.0,2.0,1.0,74.0,2.0,6115.7
6701,Other,1230.0,2.0,2.0,70.0,2.0,5691.06
6702,5th Phase JP Nagar,1350.0,2.0,1.0,75.0,3.0,5555.56
6703,Kenchenahalli,1150.0,2.0,2.0,58.0,2.0,5043.48
6704,Sarjapur,1404.0,2.0,0.0,53.35,3.0,3799.86
6705,OMBR Layout,1050.0,2.0,3.0,48.0,2.0,4571.43
6707,Yelahanka,1285.0,2.0,2.0,56.0,2.0,4357.98
6708,Hormavu,1018.0,2.0,1.0,50.8,2.0,4990.18
6709,Hoskote,1200.0,3.0,2.0,57.0,3.0,4750.0
6710,Sarjapur  Road,1115.0,2.0,2.0,50.0,2.0,4484.3
6711,Other,1600.0,3.0,3.0,95.0,3.0,5937.5
6712,9th Phase JP Nagar,1480.0,2.0,1.0,80.0,2.0,5405.41
6714,Kaval Byrasandra,480.0,1.0,1.0,25.0,1.0,5208.33
6715,Akshaya Nagar,1435.0,3.0,3.0,53.0,3.0,3693.38
6717,Other,600.0,2.0,0.0,23.0,1.0,3833.33
6718,CV Raman Nagar,1590.0,2.0,3.0,85.0,3.0,5345.91
6719,Hoskote,800.0,2.0,2.0,28.545,2.0,3568.12
6720,Nagavara,936.0,2.0,0.0,40.2,2.0,4294.87
6721,Banashankari,1181.0,2.0,1.0,75.0,2.0,6350.55
6722,Kengeri,1741.0,3.0,2.0,80.0,3.0,4595.06
6723,JP Nagar,1750.0,3.0,1.0,123.0,3.0,7028.57
6724,Varthur Road,1050.0,2.0,2.0,42.7,2.0,4066.67
6725,Tumkur Road,1027.0,2.0,1.0,60.0,2.0,5842.26
6726,Other,596.0,2.0,1.0,22.0,2.0,3691.28
6728,Sector 2 HSR Layout,1600.0,3.0,2.0,70.0,3.0,4375.0
6730,Sahakara Nagar,1000.0,2.0,1.0,60.0,2.0,6000.0
6731,Varthur,1120.0,2.0,2.0,44.24,2.0,3950.0
6732,Other,1200.0,2.0,0.0,85.0,2.0,7083.33
6733,Other,1200.0,2.0,2.0,35.0,2.0,2916.67
6734,Kasturi Nagar,1570.0,3.0,2.0,110.0,3.0,7006.37
6735,Koramangala,1500.0,3.0,1.0,135.0,3.0,9000.0
6737,Electronic City Phase II,1140.0,2.0,1.0,33.84,2.0,2968.42
6738,Banashankari,1105.0,2.0,2.0,90.0,2.0,8144.8
6739,Electronic City,1200.0,2.0,1.0,34.65,2.0,2887.5
6740,Whitefield,905.0,1.0,1.0,62.0,1.0,6850.83
6742,Kudlu Gate,1185.0,2.0,1.0,50.0,2.0,4219.41
6743,Koramangala,1083.0,2.0,1.0,100.0,2.0,9233.61
6744,Rayasandra,1458.0,3.0,2.0,60.0,3.0,4115.23
6745,Hormavu,1555.0,3.0,2.0,75.0,3.0,4823.15
6746,Other,1200.0,2.0,2.0,45.0,2.0,3750.0
6747,Sarjapur  Road,1308.0,2.0,1.0,58.86,2.0,4500.0
6748,Kudlu,1024.0,2.0,2.0,44.0,2.0,4296.88
6749,Parappana Agrahara,1194.0,2.0,2.0,47.0,2.0,3936.35
6750,Kanakapura,1450.0,3.0,1.0,75.0,3.0,5172.41
6751,Seegehalli,1639.0,3.0,3.0,120.0,3.0,7321.54
6752,Whitefield,1870.0,3.0,2.0,138.0,3.0,7379.68
6753,Hennur Road,1232.0,2.0,1.0,87.0,2.0,7061.69
6755,Chandapura,975.0,2.0,1.0,24.86,2.0,2549.74
6756,Other,2000.0,4.0,2.0,130.0,3.0,6500.0
6757,Jakkur,1230.0,2.0,1.0,79.0,2.0,6422.76
6759,KR Puram,1076.0,2.0,2.0,67.0,2.0,6226.77
6761,Other,995.0,2.0,2.0,34.82,3.0,3499.5
6762,Kodigehaali,2120.0,3.0,2.0,177.0,3.0,8349.06
6765,Electronic City,1096.0,2.0,2.0,40.55,2.0,3699.82
6766,Horamavu Agara,1107.83,2.0,1.0,41.51,2.0,3746.96
6768,Sarjapur  Road,1320.0,2.0,2.0,115.0,2.0,8712.12
6769,8th Phase JP Nagar,1408.0,3.0,0.0,72.02,3.0,5115.06
6770,Whitefield,1320.0,2.0,1.0,99.26,2.0,7519.7
6772,GM Palaya,1315.0,2.0,2.0,65.0,3.0,4942.97
6773,Other,1000.0,2.0,1.0,44.0,2.0,4400.0
6774,Hosakerehalli,1596.0,3.0,3.0,79.8,3.0,5000.0
6775,Bannerghatta Road,1750.0,3.0,2.0,130.0,3.0,7428.57
6777,Old Madras Road,1350.0,3.0,2.0,47.25,3.0,3500.0
6779,Other,1175.0,2.0,2.0,79.0,2.0,6723.4
6780,Talaghattapura,921.0,2.0,1.0,29.47,2.0,3199.78
6782,Sultan Palaya,1713.0,3.0,3.0,125.0,3.0,7297.14
6783,Other,1200.0,2.0,0.0,43.0,2.0,3583.33
6784,8th Phase JP Nagar,1900.0,4.0,1.0,90.0,3.0,4736.84
6785,Kudlu Gate,1664.0,3.0,2.0,68.0,3.0,4086.54
6786,Binny Pete,1795.0,3.0,2.0,139.0,3.0,7743.73
6787,Kereguddadahalli,600.0,1.0,1.0,19.5,1.0,3250.0
6788,Hoodi,1240.0,2.0,3.0,65.0,2.0,5241.94
6789,Hegde Nagar,1965.0,4.0,2.0,132.0,3.0,6717.56
6792,Electronics City Phase 1,1200.0,2.0,2.0,59.76,2.0,4980.0
6793,Other,1112.0,2.0,3.0,68.0,2.0,6115.11
6795,Mahadevpura,1136.0,2.0,3.0,64.5,2.0,5677.82
6796,Jigani,914.0,2.0,2.0,55.0,2.0,6017.51
6797,Poorna Pragna Layout,1270.0,2.0,1.0,50.79,3.0,3999.21
6798,Rachenahalli,1050.0,2.0,2.0,47.25,2.0,4500.0
6799,Marathahalli,1385.0,2.0,2.0,68.5,3.0,4945.85
6800,Other,990.0,2.0,3.0,35.0,2.0,3535.35
6801,Yelahanka,845.0,2.0,2.0,43.0,2.0,5088.76
6802,Whitefield,1485.0,2.0,1.0,96.51,2.0,6498.99
6803,Kanakapura,1460.0,2.0,3.0,43.79,3.0,2999.32
6804,Thanisandra,1450.0,2.0,1.0,57.0,2.0,3931.03
6805,HSR Layout,1360.0,2.0,1.0,53.0,3.0,3897.06
6806,Singasandra,1375.0,2.0,3.0,58.0,2.0,4218.18
6807,Uttarahalli,1125.0,2.0,1.0,48.0,2.0,4266.67
6808,Banashankari,720.0,1.0,1.0,60.0,1.0,8333.33
6809,7th Phase JP Nagar,1460.0,2.0,2.0,100.0,3.0,6849.32
6810,Other,1107.0,2.0,2.0,40.0,2.0,3613.37
6811,Other,1158.0,2.0,3.0,75.0,2.0,6476.68
6812,Yelachenahalli,800.0,1.0,1.0,30.0,2.0,3750.0
6814,Bhoganhalli,1760.0,3.0,2.0,128.0,3.0,7272.73
6817,TC Palaya,1350.0,3.0,1.0,60.0,3.0,4444.44
6819,Other,1125.0,2.0,1.0,32.49,2.0,2888.0
6820,Frazer Town,1706.0,3.0,3.0,154.0,3.0,9026.96
6821,BTM Layout,1600.0,3.0,2.0,112.0,3.0,7000.0
6822,Other,1200.0,2.0,0.0,90.0,2.0,7500.0
6823,Whitefield,1755.0,3.0,3.0,101.0,3.0,5754.99
6824,Hulimavu,1200.0,2.0,1.0,50.0,2.0,4166.67
6825,Other,1200.0,2.0,2.0,67.0,2.0,5583.33
6826,Other,1266.67,2.0,0.0,69.0,2.0,5447.35
6827,Other,1800.0,3.0,2.0,90.0,3.0,5000.0
6829,2nd Phase Judicial Layout,1300.0,3.0,2.0,64.0,3.0,4923.08
6830,Other,800.0,3.0,3.0,60.0,3.0,7500.0
6832,Mysore Road,942.0,2.0,0.0,50.855,2.0,5398.62
6833,Raja Rajeshwari Nagar,1128.0,2.0,2.0,40.0,2.0,3546.1
6834,Other,2000.0,2.0,1.0,160.0,2.0,8000.0
6835,Panathur,1210.0,2.0,1.0,80.0,2.0,6611.57
6837,Raja Rajeshwari Nagar,1151.0,2.0,2.0,39.0,2.0,3388.36
6839,Other,1464.0,3.0,2.0,56.0,3.0,3825.14
6840,Electronic City,1017.0,2.0,2.0,27.0,2.0,2654.87
6841,Sarjapur  Road,920.0,2.0,1.0,40.0,2.0,4347.83
6844,Munnekollal,1750.0,3.0,3.0,86.5,3.0,4942.86
6845,Dasanapura,1163.0,2.0,1.0,65.0,2.0,5588.99
6846,7th Phase JP Nagar,1650.0,3.0,3.0,110.0,3.0,6666.67
6847,Other,1800.0,3.0,3.0,95.0,3.0,5277.78
6848,CV Raman Nagar,1100.0,2.0,1.0,58.0,2.0,5272.73
6849,R.T. Nagar,1200.0,2.0,2.0,60.0,2.0,5000.0
6850,Other,1410.0,3.0,2.0,65.0,3.0,4609.93
6851,Begur Road,1933.0,3.0,2.0,98.0,3.0,5069.84
6852,Begur Road,1200.0,2.0,2.0,45.6,2.0,3800.0
6853,Whitefield,1608.0,2.0,3.0,63.0,3.0,3917.91
6855,Horamavu Banaswadi,1156.0,2.0,2.0,46.9,2.0,4057.09
6856,Other,1230.0,2.0,0.0,75.0,2.0,6097.56
6857,Kasavanhalli,770.0,1.0,1.0,43.82,1.0,5690.91
6858,Ardendale,1777.26,3.0,2.0,105.0,3.0,5907.97
6859,Kanakpura Road,1339.0,2.0,2.0,85.0,2.0,6348.02
6861,Other,1080.0,2.0,2.0,44.8,2.0,4148.15
6864,Hulimavu,1450.0,3.0,3.0,72.0,3.0,4965.52
6865,Kothanur,1075.0,2.0,2.0,53.0,2.0,4930.23
6866,Sarjapur  Road,1163.0,2.0,2.0,62.0,3.0,5331.04
6867,TC Palaya,1200.0,2.0,0.0,65.0,2.0,5416.67
6870,Hebbal,1299.0,2.0,1.0,100.0,2.0,7698.23
6871,Electronic City,1130.0,2.0,1.0,32.63,2.0,2887.61
6872,HRBR Layout,1170.0,2.0,2.0,75.0,2.0,6410.26
6873,JP Nagar,1750.0,2.0,2.0,152.0,3.0,8685.71
6875,KR Puram,1140.0,2.0,1.0,43.32,2.0,3800.0
6876,Kanakpura Road,1900.0,3.0,3.0,125.0,3.0,6578.95
6877,Bommasandra Industrial Area,1090.0,2.0,1.0,31.48,2.0,2888.07
6878,Electronic City,1110.0,2.0,1.0,39.95,2.0,3599.1
6879,Nagavarapalya,705.0,1.0,1.0,57.0,1.0,8085.11
6880,HBR Layout,1089.0,2.0,1.0,60.0,2.0,5509.64
6881,Other,880.0,2.0,1.0,48.0,2.0,5454.55
6882,Kereguddadahalli,1080.0,2.0,2.0,32.0,2.0,2962.96
6883,Thanisandra,1093.0,2.0,1.0,68.1,2.0,6230.56
6884,Banashankari Stage III,1480.0,3.0,1.0,75.48,3.0,5100.0
6885,Hegde Nagar,1703.0,3.0,2.0,125.0,3.0,7339.99
6886,Hebbal,1200.0,2.0,1.0,60.0,2.0,5000.0
6887,Marathahalli,1690.0,3.0,2.0,116.0,3.0,6863.91
6888,Yelahanka,1305.0,2.0,1.0,78.0,2.0,5977.01
6889,Talaghattapura,1257.0,2.0,2.0,40.22,3.0,3199.68
6890,Other,1150.0,2.0,2.0,45.0,2.0,3913.04
6891,Other,1194.0,2.0,0.0,55.0,2.0,4606.37
6892,Other,2000.0,3.0,1.0,90.0,3.0,4500.0
6893,Anekal,1500.0,4.0,1.0,99.0,3.0,6600.0
6894,Other,1025.0,2.0,0.0,42.5,2.0,4146.34
6895,Horamavu Agara,980.0,2.0,1.0,38.19,2.0,3896.94
6896,Hosakerehalli,1200.0,2.0,1.0,100.0,3.0,8333.33
6897,Whitefield,2225.0,3.0,1.0,149.0,3.0,6696.63
6898,Other,1022.0,2.0,2.0,57.0,2.0,5577.3
6899,Other,882.0,3.0,0.0,72.0,4.0,8163.27
6900,Other,1153.0,2.0,2.0,45.0,2.0,3902.86
6901,Pai Layout,1175.0,2.0,2.0,60.0,2.0,5106.38
6902,Vidyaranyapura,1560.0,3.0,3.0,68.0,3.0,4358.97
6903,Yelahanka New Town,650.0,1.0,1.0,17.0,1.0,2615.38
6905,Billekahalli,1350.0,3.0,2.0,55.0,2.0,4074.07
6906,Other,1200.0,2.0,1.0,76.0,2.0,6333.33
6907,Other,1200.0,1.0,1.0,54.0,2.0,4500.0
6908,Chandapura,800.0,2.0,1.0,25.0,2.0,3125.0
6909,Electronic City,2093.0,4.0,1.0,104.0,4.0,4968.94
6910,Uttarahalli,1320.0,2.0,2.0,55.44,3.0,4200.0
6911,Bannerghatta Road,1275.0,2.0,1.0,73.0,2.0,5725.49
6912,Begur Road,1215.0,2.0,2.0,43.13,2.0,3549.79
6913,Kanakapura,1130.0,2.0,1.0,45.2,2.0,4000.0
6914,Begur Road,1444.0,2.0,2.0,71.5,3.0,4951.52
6915,Other,950.0,2.0,2.0,38.0,2.0,4000.0
6916,Padmanabhanagar,1000.0,1.0,2.0,90.0,2.0,9000.0
6917,Banashankari Stage II,1240.0,2.0,2.0,59.52,3.0,4800.0
6919,Hennur,1231.0,2.0,2.0,50.0,2.0,4061.74
6920,Other,1300.0,2.0,1.0,120.0,2.0,9230.77
6921,Yeshwanthpur,1713.0,3.0,2.0,110.0,3.0,6421.48
6922,Kogilu,1200.0,2.0,1.0,53.33,2.0,4444.17
6924,Sonnenahalli,1310.0,2.0,0.0,46.0,3.0,3511.45
6925,Jalahalli,790.0,2.0,1.0,49.5,2.0,6265.82
6927,Other,1605.0,3.0,2.0,100.0,3.0,6230.53
6928,Whitefield,1250.0,2.0,2.0,82.0,2.0,6560.0
6930,Subramanyapura,1260.0,2.0,2.0,76.0,3.0,6031.75
6932,Yelahanka,1180.0,2.0,1.0,56.0,2.0,4745.76
6933,Uttarahalli,1255.0,2.0,2.0,50.19,3.0,3999.2
6934,Electronic City,1025.0,2.0,1.0,53.9,2.0,5258.54
6935,Sarjapur  Road,1877.0,4.0,2.0,150.0,3.0,7991.48
6936,Lakshminarayana Pura,1649.0,3.0,2.0,150.0,3.0,9096.42
6939,Other,1542.0,3.0,2.0,98.0,3.0,6355.38
6940,Thigalarapalya,1418.0,2.0,2.0,105.0,2.0,7404.8
